Unnamed: 0,meta.movie_name,meta.character_name,meta.gender,text
15943,starship troopers,BRECKINRIDGE,m,"sir , i guess maybe i do , sir . sir , yes , sir . it 's my arm . i think it 's broken , sir . come on , , back off the line ! bacl off the line ! well , my family is all farmers . i hate farming . mobile infantery 's pure picnic by comparison . do n't look that way to me . dunno . display 's fritzed . "
16022,sunshine cleaning,REGULAR,m,bet you could get a chunk of change for your place . you should cash out now before the market turns sour . still ... how much commission you get on that popcorn ? bet you got ta sell a lot of corn to- my brother-in-law 's in sales . last year he buys a cow . not a live cow . a whole butchered cow from a rancher . on the hoof they call it . he sells off the parts of this cow to a bunch of restaurants . direct . made a killing . 
16084,suspect zero,TROOPER,m,"evening . see your license , sir ? see your registration , please ? mind stepping out of the car , please ? what kind of weapon , sir ? take the weapon off your hip , place it on the ground , and kick it toward me . what exactly were you planning on hunting , sir ? that right ? had anything to drink tonight , sir ? under medication of any kind ? sir ? sir , i 'm going to ask you to hand me the keys to your vehicle , please . "
16220,ted,ASIAN MAN,m,"what the hell you problem ! ! you break my wall ! you break my wall i break you wall ! you break my wall ! this my home long time ! you break my wall ! you bastard men ! you bastard men ! i try to make duck dinner , now plaster everywhere ! my name wan ming . you pay many dollar for wall ! this bullshit ! this all bullshit ! you crazy ! you crazy man ! come on , james franco ! you pay for wall ! "
16266,"theory of everything, the",ROGER PENROSE,m,"so what do we know ? let me rephrase that -- what do the equations tell us , finally ? how about a simple diagram ? a star , more than three times the size of our sun ... ... ought to end its life , how ? with a collapse , the gravitational forces of the entire mass overcoming the electromagnetic forces of individual atoms , and so collapsing inwards . if the star is massive enough , it will continue this collapse , creating a black hole - where the warping of spacetime is so great that nothing can escape ... not even light . it gets ... smaller , smaller ... the star , in fact , gets denser as atoms -- even subatomic particles -- get literally crushed , smashed into smaller and smaller space . and at its end point what are we left with ? a point . a spacetime singularity ... with extraordinary properties ! infinite density . space and time come to a stop . all of the known laws of science -- they just stop working . what i 've just shown is that this happens in every black hole . its really happening , out there . to real stars -- and its happening right now ! "
16356,three kings,HAVICHON,m,"ees a great fucking watch . bon dieu de merde , that 's a lot of gold , man . like one sowsan bunker out sair -- quelle gonzesse , archie , you got yourself shot . where ees bullion at , my man ? iranian border ? c'est super , archie , you got yourself a pain in the ass mission of mercy . what are you seenking ? "
16424,tin cup,CLOSE ON MOLLY,f,she shrugs and smiles . watching careen away in his caddy . she speaks to herself . her face close to 's . both awake . she 's just laughing . tosses down another ball -- launches his fifth attempt to clear the pond . splash . 
16439,tinker tailor soldier spy,JIM PRIDEAUX,m,"yes , i 've had it . why 's that ? when do i get to meet your friend ? would you excuse me a moment ? come in , . thought you were in sick bay ? what are you ... what is it , jumbo ? i 'll be fine . you get back to bed . "
16740,war for the planet of the apes,EXECUTIVE OFFICER,?,hu-uh-left ... left-right-left ... blood ... ! we ... ! we are the beginning ... ! hu-uh-left ... left-right-left ... colonel ! are you in there ? ! colonel ! 
16826,we own the night,BURT GRUSINSKY,m,"here , take another one ! get another ! you want your face out there -- it 's good exposure . the pc 's gon na see this . c'mon . with both kids . you see your brother yet ? he better . hello . we got ta talk to you . alone . your hair 's long . all right , go downstairs . lem me talk to him . joseph ! i knew you would n't help us . i told your brother , i said , ` no point even bringing him down here . ' hold on a second -- lem me ask you a question . that girl of yours downstairs -- she puerto rican ? she hooking you up ? yeah , keep laughing -- your mother , rest in peace , i think she was too easy on you . thank you . you know , i used to tell my kids , `` work first , play later , '' and my son joseph really took it to heart . he 's been a real fighter over the years ... he overcome his mother 's passing , and the dyslexia -- eventually wound up graduating john jay as salutatorian and distinguished himself many times . anyway , you 've shown yourself to be very brave and selfless , and i 'm just , i 'm very proud here tonight . where you going ? i was the one who got you outta there ! you 're a real big shot , are n't you ! you see what happened in there last night ? hey -- i 'm talking to you ! you know , you and your girlfriend 're only getting off ` cause of your brother . up to me , you 'd sit in there another couple days . fire you ? ! from what ? probably the best thing that ever happened to you ! do n't ever speak to me like that again . you hear me ? i 'll rap you right in the mouth ! you got ta keep your hands up ! keep your hands up ! which kid is it ? no . go on , i 'll be right out ... what 're you lookin ' at ? ! ? it 's got nothing to do with you ... what do you want ? you stayed out of it -- you got what you wanted . why do n't you go somewhere and pick a fight -- you 're good at that ! nah , i do n't want that crap . hello , your honor . commissioner . thank you for coming . we 'll get ` em , your honor . i 'm gon na come back in and run it myself -- we 'll get ` em . i 'm working . no . they 'll be back on the street in a day . we got ta try and catch ` em with their hands full -- find out where they got the real weight . then we can move . does n't matter . it 's our only play . what 're you talkin ' about ? ! c'mon , do n't be a first-class schmuck ! then we make the time ! look , i want you all to understand something -- we do n't ever play in the dirt here , okay ? not ever , no matter what ! you piss in your pants , you only stay warm for so long . bunch of college boys from kansas . we protect our own here . forget it , both of you . that 's too dangerous for him ! we do n't know how solid his cover is out there ! that girlfriend of yours , she knows about you , right ? so can we just get back to the discussion please ? what ? good . i 'm glad . but it 's not happening . so forget it . do n't worry about me , just worry about yourself , arright ? anything happens with your brother i 'll call you . goodbye . goodbye ! where 's my goddamned kid ? ! ? jesus . you guys go on a bust like this and you do n't tell me about it ? you think i 'm born yesterday ? you 're a real comedian ! he 's gon na need to be in protection now ! well , i guess i do n't have a say in anything anymore . anyway ... you did it . you did it and it took real balls . but now you 're burnt -- and we got ta get you someplace safe , keep you under wraps for awhile . i 'll get them to take care of that . just go get yourself fixed up -- that 's the most important thing . joseph -- we got some things we need to discuss , when you get the chance . bobby -- you should hear this too , for the trial . we 're gon na try and turn him , get him to tell us how they 're bringing it in . but do n't worry -- we 'll make sure he does plenty of time . well , you marry an ape , you do n't complain about the stench of bananas . what 's that , bobby ? i asked him to come in , joe . if he 's gon na have to testify , he should know all this . no -- it 's better this way . i do n't want him sitting around with nothing to do , feeling useless -- hey , c'mere . a lotta people been talking . about how good you did . and i think maybe ... considering the alternatives ... ... maybe you might wan na think about joining the department . i could pull some strings , get you through the academy with an early wait -- do n't go yet -- ca n't you put some clothes on him ? hello ? what 's the matter ? huh ? jesus ! listen to me -- you and jack get someplace safe . let esu take care of it -- i 'm gon na go get your brother . nezhinski 's out . your brother was taking him to the a.d.a . and they got ambushed . they hit three of our guys . your brother 's fine . we got ta get you moved -- you 've been here too long . you need to pack up . nah , we 're good . it 's just , i just realized -- i know this neighborhood . i used to come with my father , to work on the plumbing , for the houses -- brought me along to do the talking . he only spoke russian his whole life ... anyway , it 's all changed now . arright ... i do n't know ... i heard he did good , though . you know , with everything that 's happened -- who knows ? maybe all this 'll bring us closer together someday . once this is over , you and your brother , you 'll talk , you 'll work things out . bobby -- your brother , i think he probably feels a little guilty , with everything you did , with you in protection now ... but he appreciates what you 've done -- i know he does . look , i 'm just trying to keep us together here , that 's all . that 's all i want . okay ... we 'll move ` em to corona . i 'll lead the line . "
16835,we own the night,UNIFORMED COP,m,hey ! i saw that ! get your hands on your fuckin ' head ! jessie ! this one just ingested ! hey ! fat albert ! shut your fuckin ' mouth ! russian guy fuckin ' slashed himself ! chief ... ? you want us to contact your other son -- ? 
17098,zero dark thirty,REPORTER,?,"this is what remains of the # 10 bus , which was traveling through tavistock square ... all around , groups of londoners are standing on corners asking themselves 30. the blast left a crater 10 meters wide in front of the hotel . the marriott , one of the most popular destinations for locals and westerners ... it is in surveillance video and pictures like this of the explosive- laden vehicle just moments before it was parked , that police hope to find the man who wanted so badly last night to leave a body count in times square . meanwhile , our chief foreign correspondent , richard engel , confirms the cia 's top spy in pakistan has been pulled out of there . he 's been receiving death threats after being named publicly in a lawsuit by the family of a victim of a u.s. drone attack . 68 . "
17109,zootopia,CLAWHAUSER,f,"o-m goodness ! they really did hire a bunny . what ? ! i got ta tell ya , you are even cuter than i thought you 'd be . i am so sorry . me , benjamin , the guy everyone thinks is just a flabby , donut-loving cop , stereotyping you ... ? oh , there you went , you little dickens ! oh ! bullpen 's over there to the left . aw ... that poor little bunny 's gon na get eaten alive . okay , you 're gon na have to be patient and wait in line just like everyone else , mrs. otterton , okay ? chief , uh , mrs. otterton 's here to see you again . okay , i just did n't know if you wanted to take it this time , she seems really upset -- i 'm sorry , sir , i tried to stop her , she is super slippery . i got ta go sit down . here ya go ! one missing otter ! yikes ! that is the smallest case file i 've ever seen ! leads : none , witnesses : none -- and you 're not in the computer system yet , so resources : none . i hope you did n't stake your career on cracking this one . the murder weapon ! yeah , ` cause that ... what does that mean ? are you familiar with ? greatest singer of our lifetime -- angel with horns -- okay , hold on , keep watching . who 's that beside her ? who is it ? it 's me ! did you think it was real ? it looks so real ! it 's not . it 's just a new app . hold on a second -- okay , we 're sending back up ! ? chief ! wait , is that ? you have the app too ? ! oh , jeeeeez ! oh , yes of course ! about that , sir ... officer just called ... she found all of ` em . um , they thought it would be better if a predator such as myself was n't the first face you that you see when you walk into the zpd . they 're gon na move me to records . it 's downstairs . by the boiler . "
